Date,Production_Tonnes,Target_Tonnes,Achievement_Percent,Yield_Percent,Downtime_Hours,Downtime_Primary_Reason,Energy_Consumption_MWh,Energy_Rate_kWh_per_Tonne,Energy_Cost_INR,Coal_Consumption_Tonnes,Coal_Rate_kg_per_Tonne,Steam_Consumption_Tonnes,Steam_Rate_per_Tonne,Water_Consumption_KL,Water_Rate_KL_per_Tonne,Defect_Percent,Defect_Tonnes,Manufacturing_Cost_per_Tonne_INR,Total_Manufacturing_Cost_INR,Selling_Price_per_Tonne_INR,Revenue_INR,Profit_per_Tonne_INR
2025-08-29,2046.6,2422.36,84.49,92.93,3.11,Minor Stoppage,1339.67,654.6,8901913.68,1061.7,518.8,2997.35,1.465,8791.04,4.295,1.05,21.49,30623.18,62673332.79,51440.55,105278110.09,20817.37
2025-08-30,2264.82,2428.28,93.27,92.76,1.32,Normal,1465.62,647.1,9715789.4,1141.21,503.9,3331.01,1.471,8973.62,3.962,1.44,32.58,30267.38,68550198.45,51512.76,116667174.93,21245.38
2025-08-31,2147.05,2429.14,88.39,92.94,1.52,Minor Stoppage,1453.35,676.9,9663320.15,1031.6,480.5,3486.0,1.624,9884.07,4.604,1.56,33.56,30636.21,65777510.45,51462.52,110492658.77,20826.31
2025-09-01,2143.36,2496.31,85.86,92.58,3.06,Minor Stoppage,1454.89,678.8,9686751.32,1067.73,498.2,3204.05,1.495,8860.8,4.134,1.09,23.34,29954.57,64203380.43,51444.32,110263591.78,21489.74
2025-09-02,2106.87,2502.15,84.2,92.13,3.55,Minor Stoppage,1414.99,671.6,9427838.54,1064.57,505.3,3104.23,1.473,9003.53,4.273,2.06,43.48,30815.64,64924413.01,51377.28,108245033.48,20561.64
2025-09-03,1868.62,2491.68,74.99,91.11,5.57,Minor Stoppage,1298.75,695.0,8692715.2,896.55,479.8,2789.86,1.493,7730.63,4.137,1.64,30.6,31150.6,58208662.84,51371.4,95993672.64,20220.8
2025-09-04,2254.36,2527.83,89.18,92.03,2.16,Minor Stoppage,1614.68,716.2,10830237.74,1086.67,482.0,3046.01,1.351,9504.52,4.216,1.79,40.43,30672.74,69147383.56,51396.24,115865614.84,20723.5
2025-09-05,2271.48,2515.12,90.31,93.58,1.35,Normal,1568.22,690.4,10505423.3,1072.09,472.0,3804.11,1.675,9409.9,4.143,1.36,30.87,30607.04,69523339.55,51324.12,116581821.83,20717.08
2025-09-06,2221.5,2498.61,88.91,92.7,2.15,Minor Stoppage,1527.2,687.5,10153222.04,1107.37,498.5,3773.88,1.699,9581.67,4.313,1.61,35.69,30380.75,67490826.42,51366.97,114111710.13,20986.22
2025-09-07,2188.12,2521.87,86.77,93.29,2.51,Minor Stoppage,1476.1,674.6,9924247.3,1002.06,458.0,3297.96,1.507,8466.98,3.87,1.75,38.29,31035.21,67908731.62,51353.0,112366466.57,20317.79
2025-09-08,2350.57,2487.61,94.49,91.77,1.4,Normal,1492.56,635.0,10020582.31,1233.06,524.6,3519.98,1.498,9412.86,4.005,1.84,43.23,31020.54,72915895.96,51190.22,120326094.99,20169.68
2025-09-09,2346.86,2508.89,93.54,92.92,0.43,Normal,1693.73,721.7,11372644.8,1166.69,497.1,3480.38,1.483,9081.84,3.87,1.24,29.21,30235.77,70959089.37,51184.14,120121942.39,20948.37
2025-09-10,1996.86,2491.72,80.14,91.35,4.8,Minor Stoppage,1454.84,728.6,9803596.68,1019.44,510.5,2541.75,1.273,7583.39,3.798,1.9,37.93,31197.31,62296662.92,51247.42,102333940.34,20050.12
2025-09-11,2169.88,2496.68,86.91,92.31,2.07,Minor Stoppage,1496.27,689.6,10134187.57,1037.36,478.1,2971.37,1.369,8807.17,4.059,1.27,27.59,30643.06,66491743.52,51263.57,111235751.11,20620.51
2025-09-12,2163.69,2510.65,86.18,93.21,2.11,Minor Stoppage,1422.36,657.4,9647207.4,1032.4,477.1,3296.98,1.524,8011.47,3.703,1.41,30.5,31221.22,67552933.92,51333.46,111069540.03,20112.25
2025-09-13,2348.67,2489.43,94.35,92.63,0.47,Normal,1588.21,676.2,10754853.47,1145.37,487.7,3532.34,1.504,9360.19,3.985,1.5,35.16,30688.54,72077390.95,51344.25,120590944.68,20655.72
2025-09-14,2181.08,2500.98,87.21,92.17,1.92,Minor Stoppage,1488.55,682.5,10089871.81,1128.11,517.2,3168.69,1.453,8652.24,3.967,2.12,46.17,30965.76,67538680.71,51165.48,111595785.47,20199.71
2025-09-15,2032.81,2488.32,81.69,92.72,4.05,Minor Stoppage,1354.32,666.2,9135572.09,984.72,484.4,3393.46,1.669,7704.06,3.79,1.44,29.34,31097.07,63214554.56,51149.3,103976996.02,20052.23
2025-09-16,1554.34,2495.19,62.29,91.54,8.48,Unplanned Breakdown,1135.07,730.3,7633440.44,773.21,497.5,2343.76,1.508,6277.23,4.039,2.21,34.34,30862.2,47970419.04,51158.54,79517882.37,20296.34
2025-09-17,2135.07,2459.3,86.82,91.67,2.62,Minor Stoppage,1488.2,697.0,10004030.34,1037.08,485.7,3395.24,1.59,8586.26,4.022,1.08,22.97,30479.04,65075018.89,51278.61,109483634.42,20799.57
2025-09-18,2176.19,2496.74,87.16,91.65,2.11,Minor Stoppage,1558.3,716.1,10470689.54,1039.95,477.9,3138.75,1.442,8621.61,3.962,1.91,41.51,31355.06,68234433.74,51208.17,111438509.18,19853.12
2025-09-19,2084.36,2492.68,83.62,93.49,3.13,Minor Stoppage,1431.93,687.0,9599653.8,1000.01,479.8,3186.49,1.529,9561.54,4.587,1.12,23.44,30457.72,63484974.45,51159.43,106634883.31,20701.71
2025-09-20,2172.78,2499.05,86.94,93.16,2.49,Minor Stoppage,1463.79,673.7,9845505.18,1102.01,507.2,3356.7,1.545,7745.04,3.565,1.27,27.51,30617.32,66524709.84,50963.06,110731528.42,20345.74
2025-09-21,2300.18,2509.07,91.67,92.41,1.1,Normal,1578.4,686.2,10588902.3,1127.9,490.4,3606.12,1.568,9284.98,4.037,1.09,25.19,30601.44,70388876.12,50967.28,117234009.3,20365.84
2025-09-22,2295.29,2494.91,92.0,91.97,1.27,Normal,1623.3,707.2,10889804.72,1184.86,516.2,3786.09,1.65,9421.99,4.105,1.04,23.92,30794.27,70681709.0,50969.55,116989779.82,20175.28
2025-09-23,1974.83,2476.44,79.74,91.02,3.81,Minor Stoppage,1437.03,727.7,9655564.9,1026.11,519.6,2842.25,1.439,7543.26,3.82,2.07,40.83,30235.27,59709492.28,50974.68,100666283.72,20739.41
2025-09-24,2100.5,2456.43,85.51,91.86,2.83,Minor Stoppage,1496.52,712.5,10017771.38,1093.6,520.6,3318.39,1.58,8251.38,3.928,1.87,39.29,31045.99,65211974.23,50940.92,107001213.77,19894.94
2025-09-25,2189.92,2499.1,87.63,92.04,2.62,Minor Stoppage,1435.06,655.3,9602191.24,1005.4,459.1,3053.46,1.394,7597.0,3.469,1.26,27.66,30789.31,67426086.28,50947.68,111571271.68,20158.37
2025-09-26,2272.09,2511.69,90.46,93.16,1.29,Normal,1582.5,696.5,10612846.26,1107.09,487.3,3627.46,1.597,8220.89,3.618,1.8,40.81,30378.24,69022068.34,50964.08,115794928.4,20585.84
2025-09-27,2249.78,2485.23,90.53,92.33,1.21,Normal,1536.58,683.0,10252456.8,1077.49,478.9,3392.98,1.508,9058.56,4.026,1.72,38.73,31212.86,70222227.0,50839.9,114378849.89,19627.04
2025-09-28,2343.98,2494.05,93.98,92.43,1.2,Normal,1664.63,710.2,11077137.84,1198.26,511.2,3643.73,1.555,8699.85,3.712,1.37,32.1,30944.91,72534147.14,50865.08,119226561.65,19920.17
2025-09-29,2345.91,2507.1,93.57,92.02,1.14,Normal,1665.13,709.8,11096646.55,1257.43,536.0,3522.13,1.501,8595.34,3.664,1.79,42.09,30314.57,71115128.34,50764.92,119089708.95,20450.35
2025-09-30,2177.91,2483.51,87.69,92.5,2.29,Minor Stoppage,1526.7,701.0,10188177.05,1045.74,480.2,3162.91,1.452,9853.91,4.524,1.75,38.14,30552.51,66540577.59,50770.06,110572545.45,20217.55
2025-10-01,2236.7,2509.91,89.11,93.12,1.32,Normal,1560.49,697.7,10302688.49,1189.38,531.8,3383.16,1.513,9045.3,4.044,1.66,37.06,30423.17,68047362.35,50793.81,113610275.36,20370.64
2025-10-02,2361.14,2510.89,94.04,93.61,0.68,Normal,1652.92,700.0,10928981.2,1146.13,485.4,3371.59,1.428,8875.42,3.759,1.34,31.65,31000.82,73197416.91,50906.94,120198647.71,19906.12
2025-10-03,2159.38,2527.31,85.44,93.06,2.69,Minor Stoppage,1451.35,672.1,9619790.73,1102.95,510.8,3056.22,1.415,7288.94,3.375,1.34,28.99,30700.03,66292900.86,50980.01,110084984.67,20279.98
2025-10-04,2413.71,2523.93,95.63,92.15,0.04,Normal,1588.78,658.2,10590495.7,1235.88,512.0,3688.22,1.528,9145.34,3.789,2.11,50.85,30770.28,74270475.69,50922.07,122911024.54,20151.79
2025-10-05,2376.91,2493.28,95.33,93.91,0.02,Normal,1596.19,671.5,10623570.37,1197.97,504.0,3670.31,1.544,9911.85,4.17,1.43,34.06,29954.04,71198072.41,50830.71,120820046.2,20876.67
2025-10-06,2277.05,2506.83,90.83,92.79,1.18,Normal,1571.74,690.3,10520637.9,1138.97,500.2,3132.94,1.376,9485.06,4.166,1.82,41.4,31102.58,70821985.0,51052.63,116249171.91,19950.06
2025-10-07,2188.42,2532.65,86.41,92.74,2.88,Minor Stoppage,1515.95,692.7,10161921.45,1133.84,518.1,3430.7,1.568,9034.91,4.129,1.52,33.32,30517.82,66785709.12,51143.42,111923124.04,20625.6
2025-10-08,1407.97,2499.08,56.34,89.46,10.14,Unplanned Breakdown,957.15,679.8,6440899.0,696.65,494.8,2112.39,1.5,6202.88,4.406,2.48,34.9,30375.77,42768190.43,51224.48,72122560.75,20848.71
2025-10-09,2376.2,2527.08,94.03,92.26,0.37,Normal,1624.98,683.9,10884616.79,1131.58,476.2,3624.04,1.525,9393.44,3.953,1.73,41.09,30854.62,73316662.77,51189.17,121635562.67,20334.55
2025-10-10,2388.41,2524.4,94.61,93.64,0.45,Normal,1645.51,689.0,10976343.18,1156.87,484.4,3842.2,1.609,9342.14,3.911,1.22,29.19,30185.53,72095272.63,51254.16,122415715.1,21068.64
2025-10-11,2483.01,2540.2,97.75,94.31,0.2,Normal,1673.54,674.0,11224442.53,1240.47,499.6,3507.82,1.413,10425.12,4.199,1.23,30.62,30580.09,75930747.84,51270.75,127305918.22,20690.66
2025-10-12,2233.32,2521.91,88.56,91.93,1.16,Normal,1489.47,666.9,9995772.75,1100.88,492.9,3327.21,1.49,8800.55,3.941,2.09,46.76,30831.05,68855663.63,51357.24,114697243.43,20526.19
2025-10-13,1522.49,2505.62,60.76,90.72,8.57,Unplanned Breakdown,1077.18,707.5,7194354.61,800.74,525.9,2380.18,1.563,5872.75,3.857,2.04,31.02,31004.76,47204368.17,51209.74,77966199.91,20204.98
2025-10-14,2313.62,2541.78,91.02,92.94,1.08,Normal,1544.61,667.6,10281535.42,1136.02,491.0,3365.59,1.455,9735.48,4.208,1.66,38.47,30720.0,71074340.44,51091.59,118206436.71,20371.6
2025-10-15,2260.06,2519.91,89.69,93.3,2.16,Minor Stoppage,1477.67,653.8,9808744.11,1126.71,498.5,3388.63,1.499,9129.57,4.04,1.16,26.18,30456.63,68833877.92,51246.54,115820369.33,20789.91
2025-10-16,2184.14,2526.33,86.46,93.17,3.2,Minor Stoppage,1474.28,675.0,9771003.17,1100.38,503.8,3288.07,1.505,7633.62,3.495,1.01,22.15,31030.87,67775822.76,51185.06,111795426.67,20154.19
2025-10-17,2354.52,2520.84,93.4,93.17,0.76,Normal,1705.8,724.5,11259998.46,1198.2,508.9,3406.11,1.447,8986.65,3.817,1.2,28.36,30925.15,72814039.64,51236.1,120636670.42,20310.95
2025-10-18,2318.09,2496.83,92.84,91.55,0.58,Normal,1523.68,657.3,9965592.17,1029.27,444.0,3435.29,1.482,10077.33,4.347,2.07,47.87,30823.46,71451528.79,51430.05,119219446.37,20606.59
2025-10-19,2296.61,2499.11,91.9,93.52,1.03,Normal,1597.33,695.5,10481046.05,1225.9,533.8,3490.12,1.52,8725.8,3.799,1.23,28.31,31025.39,71253144.41,51396.07,118036578.96,20370.67
2025-10-20,2328.54,2511.52,92.71,94.28,0.63,Normal,1578.23,677.8,10386557.48,1084.25,465.6,3646.08,1.566,8753.76,3.759,1.0,23.29,30733.49,71564075.55,51528.77,119986662.68,20795.28
2025-10-21,2376.17,2532.92,93.81,92.6,1.36,Normal,1663.83,700.2,10910197.57,1135.57,477.9,3548.53,1.493,9649.08,4.061,1.23,29.16,30809.33,73208150.63,51592.0,122591261.59,20782.67
2025-10-22,2347.82,2517.14,93.27,92.92,0.86,Normal,1517.17,646.2,9978825.31,1186.6,505.4,3785.98,1.613,9107.11,3.879,1.13,26.56,30822.15,72364769.53,51587.35,121117646.76,20765.2
2025-10-23,2240.85,2510.87,89.25,92.83,1.84,Minor Stoppage,1596.1,712.3,10532588.42,1113.73,497.0,3365.97,1.502,8793.33,3.924,2.18,48.74,30620.3,68615397.46,51206.9,114746800.39,20586.6
2025-10-24,2313.73,2523.16,91.7,93.25,0.62,Normal,1603.0,692.8,10592081.9,1185.19,512.2,3217.93,1.391,9660.67,4.175,1.0,23.14,30688.87,71005669.19,51266.39,118616424.2,20577.52
2025-10-25,2278.46,2520.02,90.41,92.3,1.58,Minor Stoppage,1565.9,687.3,10398826.75,1117.33,490.4,3320.22,1.457,9281.88,4.074,1.39,31.58,30052.73,68474065.65,51420.11,117158872.95,21367.38
2025-10-26,2246.05,2510.02,89.48,93.01,2.05,Minor Stoppage,1545.7,688.2,10209838.75,1101.57,490.5,3371.8,1.501,8436.83,3.756,1.1,24.64,30755.22,69077695.62,51422.43,115497235.54,20667.21
2025-10-27,2133.4,2485.2,85.84,90.84,2.15,Minor Stoppage,1488.96,697.9,9759531.16,1018.46,477.4,3324.85,1.558,8186.57,3.837,2.24,47.78,29915.81,63822405.05,51402.0,109661040.81,21486.19
2025-10-28,2351.13,2516.02,93.45,92.5,0.69,Normal,1493.58,635.3,9708290.25,1195.09,508.3,3264.23,1.388,8988.44,3.823,1.72,40.45,30448.92,71589466.47,51210.49,120402699.26,20761.58
2025-10-29,1546.72,2508.91,61.65,91.24,8.45,Unplanned Breakdown,1077.38,696.6,7002972.38,777.17,502.5,2203.8,1.425,6634.48,4.289,1.6,24.76,30521.43,47208069.53,51051.07,78961653.51,20529.64
2025-10-30,2403.01,2530.2,94.97,93.97,0.86,Normal,1638.29,681.8,10651338.74,1253.93,521.8,3444.05,1.433,8741.47,3.638,1.0,24.03,30534.1,73373812.17,51243.23,123138099.5,20709.13
2025-10-31,2384.1,2517.02,94.72,94.21,0.37,Normal,1597.28,670.0,10398913.97,1197.0,502.1,4022.08,1.687,9395.77,3.941,1.0,23.84,30481.69,72671504.61,51317.24,122345630.56,20835.55
2025-11-01,2294.65,2530.45,90.68,93.36,1.13,Normal,1577.1,687.3,10251182.06,1101.61,480.1,2969.55,1.294,9002.42,3.923,1.19,27.37,30248.05,69408614.65,51334.6,117794822.53,21086.55
2025-11-02,2116.57,2540.67,83.31,92.12,3.08,Minor Stoppage,1361.84,643.4,8851961.78,1038.63,490.7,3048.78,1.44,8247.01,3.896,1.97,41.63,30696.17,64970541.56,51237.98,108448683.87,20541.81
2025-11-03,2254.44,2558.09,88.13,92.47,1.87,Minor Stoppage,1570.48,696.6,10217577.07,1098.79,487.4,3256.61,1.445,9161.09,4.064,1.46,32.87,30136.5,67940803.88,51034.76,115054579.7,20898.26
2025-11-04,2460.2,2539.92,96.86,92.93,0.5,Normal,1701.8,691.7,11061701.74,1153.56,468.9,3512.87,1.428,10211.89,4.151,1.3,31.87,30181.64,74252771.93,51001.07,125472683.78,20819.43
2025-11-05,2356.53,2526.56,93.27,91.88,1.43,Normal,1668.14,707.9,10842889.5,1118.51,474.6,3702.68,1.571,9641.69,4.091,1.82,42.99,30578.11,72058260.51,50892.44,119929603.6,20314.33
2025-11-06,2267.87,2552.98,88.83,93.26,2.2,Minor Stoppage,1495.72,659.5,9722200.46,1081.48,476.9,3790.99,1.672,9578.75,4.224,1.29,29.19,30815.68,69886096.27,50948.25,115544249.02,20132.57
2025-11-07,2384.1,2534.49,94.07,93.22,0.79,Normal,1588.42,666.3,10324731.43,1235.21,518.1,3336.02,1.399,10005.49,4.197,1.23,29.44,30864.2,73583440.29,50899.09,121348676.5,20034.89
2025-11-08,2346.92,2547.33,92.13,93.68,0.64,Normal,1605.87,684.2,10461241.31,1158.78,493.7,3618.58,1.542,9312.56,3.968,1.48,34.75,30814.83,72319960.02,50851.28,119343895.14,20036.44
2025-11-09,2265.64,2535.1,89.37,92.3,2.24,Minor Stoppage,1391.22,614.1,9042949.47,1174.87,518.6,3478.05,1.535,7791.06,3.439,1.43,32.3,30304.4,68659005.53,50987.43,115519398.16,20683.03
2025-11-10,2342.03,2570.65,91.11,93.18,1.41,Normal,1652.47,705.6,10745200.04,1145.18,489.0,3387.75,1.446,9236.62,3.944,1.9,44.4,30273.55,70901705.69,50698.13,118736794.87,20424.59
2025-11-11,1976.98,2544.69,77.69,92.28,4.39,Minor Stoppage,1286.81,650.9,8364248.04,949.06,480.1,2916.23,1.475,8514.78,4.307,1.6,31.66,30509.9,60317605.62,50658.18,100150449.01,20148.28
2025-11-12,1584.89,2540.86,62.38,90.21,8.51,Unplanned Breakdown,1179.47,744.2,7672082.27,795.88,502.2,2353.77,1.485,5705.85,3.6,1.74,27.64,31380.76,49735134.74,50509.29,80051810.03,19128.53
2025-11-13,2308.99,2524.52,91.46,94.02,0.65,Normal,1596.36,691.4,10418067.81,1242.47,538.1,3763.45,1.63,9457.16,4.096,1.26,29.12,30736.61,70970617.01,50305.47,116154988.15,19568.86
2025-11-14,802.33,2537.44,31.62,87.89,16.0,Planned Maintenance,550.27,685.8,3576722.8,403.35,502.7,1221.85,1.523,3143.99,3.919,2.65,21.24,30970.77,24848842.24,50320.26,40373561.52,19349.49
2025-11-15,651.6,2510.22,25.96,87.11,17.53,Planned Maintenance,476.79,731.7,3099167.32,306.81,470.9,979.04,1.503,2868.29,4.402,3.37,21.95,30796.95,20067391.4,50354.21,32810967.2,19557.26
2025-11-16,2378.21,2522.32,94.29,92.27,0.84,Normal,1634.86,687.4,10628598.46,1221.61,513.7,3378.27,1.421,9593.64,4.034,1.72,40.79,30654.71,72903237.49,50225.15,119445778.82,19570.44
2025-11-17,2417.41,2554.34,94.64,93.72,0.45,Normal,1669.05,690.4,10848804.06,1174.88,486.0,3465.56,1.434,9858.89,4.078,1.07,25.75,30577.62,73918766.33,50321.16,121647069.37,19743.54
2025-11-18,2295.32,2530.99,90.69,93.53,1.13,Normal,1588.28,692.0,10374397.29,1137.53,495.6,3254.77,1.418,9322.85,4.062,1.57,36.08,30282.73,69508500.59,50601.11,116145628.86,20318.37
2025-11-19,2249.51,2534.99,88.74,93.28,1.92,Minor Stoppage,1490.36,662.5,9687352.67,1100.34,489.1,3484.11,1.549,8969.67,3.987,1.77,39.78,30319.04,68203044.61,50670.98,113984975.29,20351.94
2025-11-20,2391.81,2550.0,93.8,93.27,0.74,Normal,1663.52,695.5,10812848.9,1164.8,487.0,3468.56,1.45,9313.18,3.894,1.74,41.54,30976.19,74089235.16,50693.22,121248693.76,19717.04
2025-11-21,2189.4,2557.98,85.59,92.0,2.18,Minor Stoppage,1499.75,685.0,9748373.76,1088.47,497.2,3285.7,1.501,7700.74,3.517,1.87,41.05,30365.71,66482614.53,50998.61,111656230.52,20632.9
2025-11-22,2493.44,2549.75,97.79,92.78,0.37,Normal,1631.14,654.2,10614963.38,1295.68,519.6,3957.79,1.587,10942.36,4.388,1.31,32.72,29811.44,74333173.18,51053.07,127297987.14,21241.63
2025-11-23,2341.86,2543.4,92.08,93.51,0.42,Normal,1545.46,659.9,10045475.88,1149.61,490.9,3227.57,1.378,9622.5,4.109,1.04,24.27,30693.38,71879543.24,50982.01,119392647.11,20288.63
2025-11-24,2298.47,2534.77,90.68,91.99,1.38,Normal,1582.86,688.7,10354537.97,1167.71,508.0,3375.24,1.468,8748.97,3.806,2.12,48.76,30936.09,71105819.34,50879.94,116946263.28,19943.85
2025-11-25,2234.59,2549.64,87.64,92.87,1.1,Normal,1598.91,715.5,10467646.28,1123.97,503.0,3679.89,1.647,8527.71,3.816,1.0,22.35,31105.96,69509037.3,50927.02,113800951.51,19821.06
2025-11-26,1874.51,2526.96,74.18,91.03,5.7,Minor Stoppage,1367.32,729.4,8938767.31,926.98,494.5,2888.29,1.541,7909.2,4.219,2.14,40.13,30594.89,57350486.5,50963.45,95531595.52,20368.56
2025-11-27,2430.75,2549.92,95.33,92.34,0.69,Normal,1614.59,664.2,10535895.23,1230.0,506.0,3500.46,1.44,10003.28,4.115,1.48,35.94,30636.21,74468914.68,50870.89,123654341.51,20234.68
2025-11-28,2439.94,2557.54,95.4,92.96,0.5,Normal,1686.43,691.2,11053608.63,1223.62,501.5,3733.14,1.53,10073.7,4.129,1.63,39.85,30451.65,74300210.58,51003.72,124446039.86,20552.07
2025-11-29,2148.88,2523.6,85.15,93.25,1.87,Minor Stoppage,1478.25,687.9,9749290.12,1095.52,509.8,3133.19,1.458,8916.94,4.15,1.0,21.49,29964.91,64390890.95,50920.54,109421970.4,20955.64
2025-11-30,2306.4,2560.89,90.06,94.46,0.7,Normal,1603.54,695.3,10528491.79,1153.46,500.1,3428.27,1.486,8360.45,3.625,1.06,24.37,30422.14,70165756.71,51036.65,117711150.58,20614.51
2025-12-01,1914.33,2548.8,75.11,91.73,4.75,Minor Stoppage,1268.18,662.5,8310679.13,970.15,506.8,2723.67,1.423,7623.07,3.982,2.26,43.18,31074.95,59487738.52,50842.76,97329875.42,19767.81
2025-12-02,1787.2,2549.54,70.1,91.29,6.76,Unplanned Breakdown,1196.63,669.6,7825081.43,868.18,485.8,2791.01,1.562,6677.96,3.737,2.36,42.13,30816.1,55074629.47,50637.78,90499996.9,19821.68
2025-12-03,1817.88,2551.58,71.25,91.47,6.88,Unplanned Breakdown,1302.6,716.5,8483713.35,913.2,502.3,2755.58,1.516,6894.71,3.793,1.0,18.18,29934.7,54417690.93,50595.18,91975945.61,20660.47
2025-12-04,1903.22,2530.63,75.21,91.57,5.18,Unplanned Breakdown,1373.73,721.8,8935824.96,925.35,486.2,2683.45,1.41,7091.29,3.726,1.45,27.61,30524.11,58094103.04,50646.22,96390926.37,20122.12
2025-12-05,2261.69,2571.1,87.97,92.3,1.87,Minor Stoppage,1596.42,705.9,10387076.69,1174.54,519.3,2998.46,1.326,8651.28,3.825,2.15,48.62,30660.27,69343937.75,50657.82,114572113.72,19997.54
2025-12-06,2497.91,2562.24,97.49,92.31,0.15,Normal,1636.28,655.1,10635838.55,1260.49,504.6,3748.12,1.501,9035.24,3.617,1.73,43.32,30943.04,77293042.08,50632.43,126475450.39,19689.39
2025-12-07,2399.2,2576.78,93.11,92.87,0.59,Normal,1614.58,673.0,10494759.35,1162.97,484.7,3370.31,1.405,10152.18,4.231,1.64,39.34,30484.79,73138969.38,50610.37,121424163.45,20125.58
2025-12-08,1610.85,2569.84,62.68,89.68,8.4,Unplanned Breakdown,1067.04,662.4,6962221.04,809.51,502.5,2348.56,1.458,6162.47,3.826,2.43,39.21,30278.23,48773725.69,50559.8,81444318.62,20281.57
2025-12-09,2356.64,2543.11,92.67,94.24,1.31,Normal,1589.56,674.5,10350149.04,1223.3,519.1,3739.67,1.587,9335.62,3.961,1.31,30.83,30160.38,71077231.86,50321.54,118589874.71,20161.16
2025-12-10,2436.17,2555.97,95.31,93.37,1.05,Normal,1663.14,682.7,10810399.91,1182.57,485.4,3597.17,1.477,8149.52,3.345,1.52,37.02,30033.52,73166857.24,50395.16,122771342.23,20361.64
2025-12-11,2188.03,2528.04,86.55,92.79,2.93,Minor Stoppage,1418.9,648.5,9265422.05,1138.5,520.3,3258.1,1.489,8409.57,3.843,1.44,31.45,30525.91,66791589.08,50539.37,110581629.55,20013.46
2025-12-12,2029.15,2526.31,80.32,92.59,3.85,Minor Stoppage,1402.18,691.0,9169821.37,981.41,483.7,3026.8,1.492,7717.45,3.803,1.56,31.68,30192.99,61265957.13,50754.53,102988311.81,20561.54
2025-12-13,1894.99,2572.88,73.65,91.73,5.93,Unplanned Breakdown,1243.31,656.1,8081541.73,912.57,481.6,2749.31,1.451,7174.25,3.786,2.03,38.54,30274.87,57370437.96,50888.01,96432034.57,20613.14
2025-12-14,2374.47,2560.2,92.75,93.98,0.88,Normal,1600.55,674.1,10525253.26,1130.24,476.0,3742.63,1.576,10500.61,4.422,1.12,26.59,31016.01,73646581.77,51034.14,121179035.05,20018.13
2025-12-15,2311.09,2557.04,90.38,92.95,0.72,Normal,1520.38,657.9,10018117.17,1136.81,491.9,3198.37,1.384,9288.01,4.019,1.81,41.93,30900.12,71412870.45,51029.88,117934503.16,20129.76
2025-12-16,2450.71,2571.63,95.3,93.42,0.29,Normal,1733.92,707.5,11462897.88,1225.15,499.9,3571.55,1.457,9592.03,3.914,1.46,35.79,30368.23,74423678.95,50911.54,124769349.67,20543.31
2025-12-17,2401.59,2530.64,94.9,94.47,0.49,Normal,1722.46,717.2,11409058.92,1239.25,516.0,3076.12,1.281,10318.5,4.297,1.19,28.65,31003.55,74457698.89,50844.41,122107233.43,19840.86
2025-12-18,2440.84,2556.19,95.49,93.59,0.44,Normal,1665.79,682.5,11058338.62,1199.95,491.6,3850.74,1.578,10018.91,4.105,1.11,27.09,30541.67,74547470.05,50691.14,123729208.11,20149.47
2025-12-19,2224.12,2554.32,87.07,93.07,2.36,Minor Stoppage,1573.99,707.7,10454845.84,1080.48,485.8,3278.18,1.474,9113.55,4.098,1.91,42.39,30480.27,67791883.04,50651.95,112656189.61,20171.68
2025-12-20,2434.2,2533.31,96.09,93.58,0.34,Normal,1605.14,659.4,10681044.11,1172.48,481.7,3709.42,1.524,9260.55,3.804,1.48,36.1,30752.54,74857813.7,50901.36,123904069.77,20148.82
2025-12-21,2391.87,2544.88,93.99,93.71,0.74,Normal,1455.02,608.3,9742859.15,1216.72,508.7,3887.87,1.625,10433.2,4.362,1.0,23.92,30788.33,73641552.72,50879.48,121696891.86,20091.15
2025-12-22,2431.6,2561.24,94.94,93.78,0.93,Normal,1734.55,713.3,11581414.91,1201.24,494.0,3359.78,1.382,9429.97,3.878,1.11,27.07,29943.58,72810796.29,50962.0,123919174.43,21018.42
2025-12-23,2541.38,2570.75,98.86,93.09,0.08,Normal,1648.51,648.7,11009610.84,1266.2,498.2,3710.69,1.46,9561.17,3.762,2.22,56.32,30478.55,77457434.1,50840.42,129204578.47,20361.87
2025-12-24,2338.46,2560.72,91.32,92.54,0.56,Normal,1603.11,685.5,10623989.96,1171.5,501.0,3605.71,1.542,9120.06,3.9,1.51,35.3,30212.16,70649948.5,50827.07,118857119.81,20614.91
2025-12-25,2361.57,2569.19,91.92,92.93,1.04,Normal,1668.73,706.6,11075477.24,1136.1,481.1,3346.6,1.417,9952.1,4.214,1.0,23.62,30581.46,72220309.13,50873.67,120141821.82,20292.21
2025-12-26,2284.54,2553.61,89.46,92.67,1.63,Minor Stoppage,1517.27,664.1,10044250.56,1112.43,486.9,3384.67,1.482,9215.76,4.034,2.03,46.43,30497.03,69671731.53,50855.54,116181570.6,20358.5
2025-12-27,2194.89,2560.65,85.72,92.94,2.6,Minor Stoppage,1462.99,666.5,9690725.42,1099.84,501.1,3034.97,1.383,7808.84,3.558,1.85,40.5,30614.37,67195135.4,50808.72,111519489.17,20194.35
2025-12-28,2317.85,2563.03,90.43,93.11,1.04,Normal,1660.38,716.3,10932382.87,1139.17,491.5,3415.33,1.473,8970.87,3.87,1.0,23.18,30641.95,71023587.2,50811.5,117773683.19,20169.55
